sentenceId,raw_text,aspectTerms
342,Pattison and Ackie are great and the satire is sharp.,"[{'term': 'Pattison', 'polarity': 'positive'}, {'term': 'Ackie', 'polarity': 'positive'}, {'term': 'satire', 'polarity': 'positive'}]"
630,"This saga of abuse takes its uphill time, but its bittersweet payoff is everything.","[{'term': 'saga', 'polarity': 'positive'}, {'term': 'abuse', 'polarity': 'neutral'}, {'term': 'payoff', 'polarity': 'positive'}]"
148,Mickey 17 isn’t likely to be hailed as one of Bong Joon Ho’s best. It probably should be. And it definitely is near-the-top of Pattinson’s career output.,"[{'term': 'Mickey 17', 'polarity': 'positive'}, {'term': 'Bong Joon Ho', 'polarity': 'neutral'}, {'term': 'Pattinson', 'polarity': 'positive'}, {'term': 'career output', 'polarity': 'positive'}]"
1208,An awe-inspiring ode to what music means to communities and cultures,"[{'term': 'ode', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}, {'term': 'communities', 'polarity': 'positive'}, {'term': 'cultures', 'polarity': 'positive'}]"
361,"As a testament to the human spirit, Mickey 17 is audacious and over the top in all the right ways.","[{'term': 'human spirit', 'polarity': 'positive'}, {'term': 'Mickey 17', 'polarity': 'positive'}]"
84,Robert Pattinson delivers one of his most memorable performances as Mickey in this wild fantasy film by Bong Joon-ho. Naomi Ackie is also a total standout.,"[{'term': 'Robert Pattinson', 'polarity': 'positive'}, {'term': 'performances', 'polarity': 'positive'}, {'term': 'Mickey', 'polarity': 'neutral'}, {'term': 'fantasy film', 'polarity': 'positive'}, {'term': 'Bong Joon-ho', 'polarity': 'neutral'}, {'term': 'Naomi Ackie', 'polarity': 'positive'}]"
49,"Still, even if Mickey 17 fails to engage the brain anywhere_near as much as something that is clearly poised to be 'intelligent sci-fi' should do, it's still a well-made, entertaining, funny and ultimately warm-hearted romp.","[{'term': 'Mickey 17', 'polarity': 'negative'}, {'term': 'brain', 'polarity': 'neutral'}, {'term': 'romp', 'polarity': 'positive'}]"
469,"Snow White is another Disney feel-good movie, while the movie captures the essence of the original there are some things that could have been better.Pros- The characters are portrayed very similar to the animated version. There are some good sing along songs throughout the movie. The selection of the cast is a good one and it works. It is nice to see Wonder Woman playing villain this time around.Cons- Wardrobe/Costumes could have been better. CGI in some characters was not the best.While this may not be the best Disney movie, it is definitely not the worse. Surprisingly the movie is enjoyable.","[{'term': 'Snow White', 'polarity': 'neutral'}, {'term': 'Disney', 'polarity': 'neutral'}, {'term': 'movie', 'polarity': 'neutral'}, {'term': 'movie', 'polarity': 'neutral'}, {'term': 'essence', 'polarity': 'positive'}, {'term': 'original', 'polarity': 'neutral'}, {'term': 'things', 'polarity': 'negative'}, {'term': 'characters', 'polarity': 'positive'}, {'term': 'version', 'polarity': 'neutral'}, {'term': 'songs', 'polarity': 'positive'}, {'term': 'movie', 'polarity': 'neutral'}, {'term': 'selection', 'polarity': 'positive'}, {'term': 'cast', 'polarity': 'positive'}, {'term': 'Wonder Woman', 'polarity': 'positive'}, {'term': 'villain', 'polarity': 'neutral'}, {'term': 'Wardrobe/Costumes', 'polarity': 'negative'}, {'term': 'CGI', 'polarity': 'negative'}, {'term': 'characters', 'polarity': 'negative'}, {'term': 'Disney movie', 'polarity': 'neutral'}, {'term': 'movie', 'polarity': 'positive'}]"
156,"The scratchy, VHS-quality visuals and cheesy graphics of the film’s opening suggest that we shouldn’t take any of this too seriously, but rather enjoy the lo-fi, ‘80s nostalgia trip. And a scrappy, underdog enthusiasm is unmistakable throughout.","[{'term': 'visuals', 'polarity': 'neutral'}, {'term': 'graphics', 'polarity': 'neutral'}, {'term': 'film', 'polarity': 'neutral'}, {'term': 'nostalgia trip', 'polarity': 'positive'}, {'term': 'enthusiasm', 'polarity': 'positive'}]"
773,"No generation wins the standoff in On Becoming a Guinea Fowl, but Nyoni’s mordant, shattering film suggests defiant memory will outlive denial.","[{'term': 'On Becoming a Guinea Fowl', 'polarity': 'positive'}, {'term': 'Nyoni', 'polarity': 'positive'}, {'term': 'memory', 'polarity': 'positive'}, {'term': 'denial', 'polarity': 'neutral'}]"
1327,"Ryan Coogler has said that he put more of himself on the screen in Sinners than ever before. If this is the result, I hope that he does it more often.","[{'term': 'Ryan Coogler', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'result', 'polarity': 'positive'}]"
1245,"[Coogler's] new film, Sinners, an original period horror, [is] both a culmination of a decade spent refining his voice on the largest scale imaginable as well as a reintroduction to a filmmaker we barely know.","[{'term': 'film', 'polarity': 'positive'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'period horror', 'polarity': 'positive'}, {'term': 'culmination', 'polarity': 'positive'}, {'term': 'decade', 'polarity': 'neutral'}, {'term': 'voice', 'polarity': 'positive'}, {'term': 'scale', 'polarity': 'positive'}, {'term': 'filmmaker', 'polarity': 'positive'}]"
1413,"Excellent storytelling, characters, and cinematography. Everything blended perfectly, between the music, the set, and the story. Absolutely a gem, and very rewatchable; having only watched it once so far, there is so much more to see in all the layers. Also, they used practical effects! Very refreshing, and a much needed original and unique film.","[{'term': 'storytelling', 'polarity': 'positive'}, {'term': 'characters', 'polarity': 'positive'}, {'term': 'cinematography', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}, {'term': 'set', 'polarity': 'positive'}, {'term': 'story', 'polarity': 'positive'}, {'term': 'gem', 'polarity': 'positive'}, {'term': 'layers', 'polarity': 'positive'}, {'term': 'effects', 'polarity': 'positive'}, {'term': 'film', 'polarity': 'positive'}]"
1738,didnt like repetitive and predictable creatures,"[{'term': 'creatures', 'polarity': 'negative'}]"
1764,Worth seeing. Hilarious deaths.,"[{'term': 'deaths', 'polarity': 'positive'}]"
501,"I couldn’t tear my eyes away from the screen during Warfare, even if they were sometimes half-covered during those many cutaways to lacerated flesh. But leaving the movie, my main sensation was relief that that brutal viewing experience was over, rather than reflection on the meaning of the Iraq War, on the experience of war itself, or on the success or failure of this particular attempt to represent it.","[{'term': 'Warfare', 'polarity': 'neutral'}, {'term': 'viewing experience', 'polarity': 'negative'}, {'term': 'Iraq War', 'polarity': 'neutral'}]"
1776,it was alright. not like the game great but it was alright for it's own thing.,"[{'term': 'game', 'polarity': 'neutral'}, {'term': 'thing', 'polarity': 'neutral'}]"
180,Don't understand a bit what it says and the entire project heads nowhere. Bong Joon Ho has distance from his glory of Parasite for what ?,"[{'term': 'project', 'polarity': 'negative'}, {'term': 'Bong Joon Ho', 'polarity': 'neutral'}, {'term': 'glory', 'polarity': 'neutral'}, {'term': 'Parasite', 'polarity': 'neutral'}]"
1349,"Powered by its grand IMAX scope, the film unleashes a visual intensity as it maneuvers through its layered themes while embracing its magnetic music, sex appeal, and ultra violent madness. Sinners is sure to take a bite out of every “Best of 2025” list.","[{'term': 'IMAX scope', 'polarity': 'positive'}, {'term': 'film', 'polarity': 'positive'}, {'term': 'intensity', 'polarity': 'positive'}, {'term': 'themes', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}, {'term': 'sex appeal', 'polarity': 'positive'}, {'term': 'madness', 'polarity': 'positive'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'Best of 2025', 'polarity': 'positive'}]"
1767,"great movie, I loved the suspense of it","[{'term': 'movie', 'polarity': 'positive'}, {'term': 'suspense', 'polarity': 'positive'}]"
1749,Terrified the entire time,"[{'term': 'time', 'polarity': 'neutral'}]"
1751,The movie was very entertaining. Very good horror and suspense.,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'horror', 'polarity': 'positive'}, {'term': 'suspense', 'polarity': 'positive'}]"
1631,It was a very fun movie and straight to the point.,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'point', 'polarity': 'positive'}]"
529,It is respectful and smooth filmmaking that never loses sight of its one and only goal: keeping its audience hooked.,"[{'term': 'filmmaking', 'polarity': 'positive'}, {'term': 'audience engagement', 'polarity': 'positive'}]"
347,"Bong’s signature critique of capitalism, inequality, and human folly is ever-present but curiously Toothless. Where Parasite was razor-sharp in its dissection of class structures, Mickey 17 leans on familiar dystopian tropes without adding much...","[{'term': 'Bong', 'polarity': 'neutral'}, {'term': 'capitalism', 'polarity': 'negative'}, {'term': 'inequality', 'polarity': 'negative'}, {'term': 'human folly', 'polarity': 'negative'}, {'term': 'Parasite', 'polarity': 'positive'}, {'term': 'class structures', 'polarity': 'neutral'}, {'term': 'Mickey 17', 'polarity': 'negative'}]"
1620,This movie is good I don’t see how anyone could dislike it . It has jump scares funny parts and action that will keep u on your toes.,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'jump scares', 'polarity': 'positive'}, {'term': 'parts', 'polarity': 'positive'}, {'term': 'action', 'polarity': 'positive'}]"
1972,"I don't know anything about the game so I went to see this without being biased. The premise is pretty interesting and I would have given it four stars if it weren't for some unnecessary, silly and over the top gory moments that sometimes took me out of the atmosphere. Overall though, not bad.","[{'term': 'game', 'polarity': 'neutral'}, {'term': 'premise', 'polarity': 'positive'}, {'term': 'stars', 'polarity': 'neutral'}, {'term': 'gory moments', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'neutral'}]"
813,I thoroughly enjoyed this film... It has a sort of Repo Man quality to it where you probably don't want to ask too many questions.,"[{'term': 'film', 'polarity': 'positive'}, {'term': 'Repo Man quality', 'polarity': 'positive'}, {'term': 'enjoyability', 'polarity': 'positive'}]"
1984,"Its not like the game outside of the fact that it's a teen horror movie, where they have to survive. I actually loved the movie as well as the game .","[{'term': 'game', 'polarity': 'neutral'}, {'term': 'fact', 'polarity': 'neutral'}, {'term': 'teen horror movie', 'polarity': 'neutral'}, {'term': 'movie', 'polarity': 'positive'}]"
1483,"Second time seeing it, this time in 70mm Imax. A fantastic movie, crafting with love and care. Truthfully, this is the one movie so far that has gotten me to venture out to a theater again. I can't wait to see it again. Sinners is 10 out of 10 for me. Personal favorite of the year by far. It's going to stick with me for a long time.","[{'term': 'time', 'polarity': 'positive'}, {'term': '70mm Imax', 'polarity': 'positive'}, {'term': 'movie', 'polarity': 'positive'}, {'term': 'love', 'polarity': 'positive'}, {'term': 'care', 'polarity': 'positive'}, {'term': 'theater', 'polarity': 'positive'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'favorite', 'polarity': 'positive'}, {'term': 'year', 'polarity': 'positive'}]"
602,The quick pace and fluid passing of time is the [film's] best feature because this escape becomes less about the characters than the act itself. Everything they sacrifice proves [their eye-witness account] will always be more important than their lives.,"[{'term': 'film', 'polarity': 'positive'}, {'term': 'pace', 'polarity': 'positive'}, {'term': 'escape', 'polarity': 'positive'}, {'term': 'eye-witness account', 'polarity': 'positive'}]"
1060,"A bold, unflinching, and provocative piece of creative cultural cinema that’s rich in symbolism and steeped in American horror and myth.","[{'term': 'cinema', 'polarity': 'positive'}, {'term': 'symbolism', 'polarity': 'positive'}, {'term': 'American horror', 'polarity': 'positive'}, {'term': 'myth', 'polarity': 'positive'}]"
244,"Warfare is a film that wants to be felt more than interpreted, but it doesn’t make any sense to me as an invitation — only as a warning created from the wounds of a memory.","[{'term': 'Warfare', 'polarity': 'neutral'}, {'term': 'film', 'polarity': 'neutral'}, {'term': 'warning', 'polarity': 'negative'}]"
1827,"This is the first time I’ve gone to see a movie at the cinema in a couple of years now, totally worth it. I really enjoyed this flick. If you’re a horror movie fan and can’t have fun watching this movie then I don’t know what you tell ya.","[{'term': 'time', 'polarity': 'neutral'}, {'term': 'movie', 'polarity': 'positive'}, {'term': 'cinema', 'polarity': 'neutral'}, {'term': 'years', 'polarity': 'neutral'}, {'term': 'flick', 'polarity': 'positive'}, {'term': 'horror movie fan', 'polarity': 'neutral'}]"
1078,"""Sinners"" shows how capable Coogler is at making good on August Wilson's promise to tell generational stories. He gets his own ""Piano Lesson,"" too, and our hope for even more.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'stories', 'polarity': 'positive'}, {'term': 'Piano Lesson', 'polarity': 'positive'}, {'term': 'hope', 'polarity': 'positive'}]"
1487,Phenomenal movie 10/10,"[{'term': 'movie', 'polarity': 'positive'}]"
313,Mickey 17 is a watchable film due to the performance of Pattinson who is brilliant here. The screenplay itself seems to lose its way as it focuses on trying to get a laugh rather than on the important themes that the film should be focussing on,"[{'term': 'Mickey 17', 'polarity': 'positive'}, {'term': 'film', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'positive'}, {'term': 'Pattinson', 'polarity': 'positive'}, {'term': 'screenplay', 'polarity': 'negative'}, {'term': 'themes', 'polarity': 'neutral'}]"
436,Trash movie. Boring. Not funny or interesting. Made it through an hour and twenty minutes and was disappointed to learn that there was still forty minutes left.,"[{'term': 'movie', 'polarity': 'negative'}, {'term': 'hour', 'polarity': 'neutral'}, {'term': 'minutes', 'polarity': 'neutral'}, {'term': 'minutes', 'polarity': 'neutral'}]"
1959,"I would not say this is a good movie, but it's a fun one. It feeling like it was made by the creators of the game. Will cool call backs.","[{'term': 'movie', 'polarity': 'positive'}, {'term': 'creators', 'polarity': 'neutral'}, {'term': 'game', 'polarity': 'neutral'}, {'term': 'call backs', 'polarity': 'positive'}]"
1499,The movie was great once you get pass the first hour that’s when the plot begins to thicken and the fun starts 🤭 can’t wait until it hits streaming so I can watch again.,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'hour', 'polarity': 'negative'}, {'term': 'plot', 'polarity': 'positive'}, {'term': 'fun', 'polarity': 'positive'}, {'term': 'streaming', 'polarity': 'positive'}]"
309,Mickey 17 was an unexpected delight that reminded me of why I loved Starship Troopers so much as a kid.,"[{'term': 'Mickey 17', 'polarity': 'positive'}, {'term': 'Starship Troopers', 'polarity': 'positive'}]"
431,If you like Pattinson go. Not really my thing. It was alright.,"[{'term': 'Pattinson', 'polarity': 'neutral'}]"
661,"This is a light, supposedly comedic take of Italian family illustrating domestic abuse during those times but domestic abuse is no joke so having a funny tune played over abuse is very weird. It also weirdly shifts to women suffrage later on but still a mildly entertaining and pleasantly acted drama.","[{'term': 'film', 'polarity': 'neutral'}, {'term': 'domestic abuse', 'polarity': 'neutral'}, {'term': 'comedy', 'polarity': 'negative'}, {'term': 'women suffrage', 'polarity': 'neutral'}, {'term': 'acting', 'polarity': 'positive'}]"
371,"If winning an Oscar grants you one 'Get Out of Jail Free' card to do whatever you want, it seems a shame Bong Joon-ho has blown his on this.","[{'term': 'Oscar', 'polarity': 'neutral'}, {'term': 'Bong Joon-ho', 'polarity': 'negative'}]"
567,Seyfried brings operatic ardour to a layered tale of female desire and sexual violence.,"[{'term': 'Seyfried', 'polarity': 'positive'}, {'term': 'tale', 'polarity': 'positive'}, {'term': 'female desire', 'polarity': 'neutral'}, {'term': 'sexual violence', 'polarity': 'neutral'}]"
1577,"If you’re just looking for reasons to jump out of your seat, there are worse ways to spend your time. And a lot of better ways too.","[{'term': 'reasons', 'polarity': 'neutral'}, {'term': 'seat', 'polarity': 'neutral'}, {'term': 'ways', 'polarity': 'neutral'}, {'term': 'time', 'polarity': 'neutral'}]"
182,"Strange, different and a little bit cheesy but it's definitely worth a watch.","[{'term': 'watch', 'polarity': 'positive'}]"
1293,"An audacious, ultra-violent, foot-tapping, high-kicking historical horror with two teeth in its neck and a twist in its tail.","[{'term': 'historical horror', 'polarity': 'positive'}, {'term': 'teeth', 'polarity': 'neutral'}, {'term': 'neck', 'polarity': 'neutral'}, {'term': 'twist', 'polarity': 'positive'}, {'term': 'tail', 'polarity': 'neutral'}]"
622,"The script skates perplexingly between pathos and humor, relying on cheap sentimentality and slapstick comedy to distract from its lack of depth.","[{'term': 'script', 'polarity': 'negative'}, {'term': 'pathos', 'polarity': 'neutral'}, {'term': 'humor', 'polarity': 'negative'}, {'term': 'sentimentality', 'polarity': 'negative'}, {'term': 'comedy', 'polarity': 'negative'}]"
820,“Freaky Tales” is a more sedate Grindhouse film with a seventies and eighties optimism of taking back the world from the worst elements as if the arc of the universe really does bend towards justice.,"[{'term': 'Freaky Tales', 'polarity': 'positive'}, {'term': 'Grindhouse film', 'polarity': 'neutral'}, {'term': 'optimism', 'polarity': 'positive'}, {'term': 'themes', 'polarity': 'positive'}]"
1203,"You may know what will happen, but while vampirism may be the hook, Coogler has an ace up his sleeve that means you leave with a Black musical history lesson instead.","[{'term': 'vampirism', 'polarity': 'neutral'}, {'term': 'hook', 'polarity': 'positive'}, {'term': 'Coogler', 'polarity': 'positive'}, {'term': 'ace', 'polarity': 'positive'}, {'term': 'sleeve', 'polarity': 'positive'}, {'term': 'Black musical history lesson', 'polarity': 'positive'}]"
1325,"Ryan Coogler’s transcendent vampire movie is a veritable feast. Rich and ambitious, this is gorgeously made film that is hard to shake.","[{'term': 'Ryan Coogler', 'polarity': 'positive'}, {'term': 'vampire movie', 'polarity': 'positive'}, {'term': 'feast', 'polarity': 'positive'}, {'term': 'film', 'polarity': 'positive'}]"
1432,"It was cinematically brilliant!! This movie touches on the power of beliefs and culture, as well as struggle between good and evil.","[{'term': 'movie', 'polarity': 'positive'}, {'term': 'power', 'polarity': 'positive'}, {'term': 'beliefs', 'polarity': 'positive'}, {'term': 'culture', 'polarity': 'positive'}, {'term': 'struggle', 'polarity': 'neutral'}, {'term': 'good', 'polarity': 'neutral'}, {'term': 'evil', 'polarity': 'neutral'}]"
1852,Loved this movie!!!!,"[{'term': 'movie', 'polarity': 'positive'}]"
926,"Most anthology movies are hit and miss. Unfortunately, there is not even one great entry to make Freaky Tales worth sitting through.","[{'term': 'anthology movies', 'polarity': 'neutral'}, Unfortunately, there is not even one great entry to make Freaky Tales worth sitting through]"
1115,"Sinners is one of the most ambitious films I've seen in a while. That merry-go-round keeps going faster, and nothing flings off. We rarely get original movies from big directors like this anymore.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'films', 'polarity': 'positive'}, {'term': 'merry-go-round', 'polarity': 'positive'}, {'term': 'movies', 'polarity': 'positive'}, {'term': 'directors', 'polarity': 'positive'}]"
297,Bumpy writing and distracting supporting performances hold Mickey 17 back from sci-fi brilliance. The film’s visual excellence and Pattinson’s terrific work still make it very much worthwhile though. Just don’t expect Parasite levels of greatness.,"[{'term': 'writing', 'polarity': 'negative'}, {'term': 'performances', 'polarity': 'negative'}, {'term': 'Mickey 17', 'polarity': 'positive'}, {'term': 'sci-fi brilliance', 'polarity': 'negative'}, {'term': 'film', 'polarity': 'positive'}, {'term': 'visual excellence', 'polarity': 'positive'}, {'term': 'Pattinson', 'polarity': 'positive'}, {'term': 'work', 'polarity': 'positive'}, {'term': 'Parasite', 'polarity': 'neutral'}]"
1701,"Definitely enjoyed it! So if you're into jumping and some gore, this is definitely the movie for you!","[{'term': 'gore', 'polarity': 'positive'}, {'term': 'movie', 'polarity': 'positive'}]"
462,"When Autumn Falls strays into some interesting, ethically thorny terrain, but Ozon always opts for the easy, often crowd-pleasing solution rather than to have things become too dark or alienating.","[{'term': 'When Autumn Falls', 'polarity': 'neutral'}, {'term': 'terrain', 'polarity': 'positive'}, {'term': 'Ozon', 'polarity': 'neutral'}, {'term': 'solution', 'polarity': 'negative'}, {'term': 'things', 'polarity': 'neutral'}]"
1313,"Sinners revels in its own bombast, and rightfully so.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'bombast', 'polarity': 'positive'}]"
1187,"Sinners had me cheering for every thrill and spill, all while mulling the deeper concerns threaded through it.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'thrill', 'polarity': 'positive'}, {'term': 'spill', 'polarity': 'positive'}, {'term': 'concerns', 'polarity': 'neutral'}]"
378,"It’s a wild and woolly ride, with a vision of a dystopian near-future that feels exaggerated, but only just.","[{'term': 'ride', 'polarity': 'positive'}, {'term': 'vision', 'polarity': 'neutral'}, {'term': 'near-future', 'polarity': 'negative'}]"
799,"Here is a strange case of a movie that I’m going to recommend you see, even though I don’t think it’s particularly successful.","[{'term': 'movie', 'polarity': 'negative'}, {'term': 'success', 'polarity': 'negative'}]"
1113,"Sinners grabs you from frame one - immersive, atmospheric, and soaked in culture. Coogler crafts a thunderous howl of history and horror, like nothing we’ve seen before.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'frame', 'polarity': 'positive'}, {'term': 'culture', 'polarity': 'positive'}, {'term': 'history', 'polarity': 'positive'}, {'term': 'horror', 'polarity': 'positive'}]"
106,Mickey 17 is remarkable for the savagery of its satire of 21st-century capitalism.,"[{'term': 'Mickey 17', 'polarity': 'positive'}, {'term': 'satire', 'polarity': 'positive'}, {'term': 'capitalism', 'polarity': 'negative'}]"
127,"Bong assures that, at the very least, you are never disengaged with the cavalcade of shenanigans he pumps into your eyeballs. It’s an “everything and the kitchen sink” journey that yields riotous and remarkable results.","[{'term': 'Bong', 'polarity': 'positive'}, {'term': 'shenanigans', 'polarity': 'positive'}, {'term': 'eyeballs', 'polarity': 'neutral'}, {'term': 'journey', 'polarity': 'positive'}, {'term': 'results', 'polarity': 'positive'}]"
1966,"As I didn't play the game, the premise appealed to me in an kinda Groundhog Day way, but I had to force myself from not walking out of this tedious film that should have been called Until Yawn. Paper thin characterisation and ""plot"" with predictable jump scares - if one can kill them scares. This film should have been buried in streaming - if at all released. Rather watch Cabin in the woods.","[{'term': 'game', 'polarity': 'neutral'}, {'term': 'premise', 'polarity': 'positive'}, {'term': 'Groundhog Day way', 'polarity': 'neutral'}, {'term': 'film', 'polarity': 'negative'}, {'term': 'Until Yawn', 'polarity': 'negative'}, {'term': 'characterisation', 'polarity': 'negative'}, {'term': 'plot', 'polarity': 'negative'}, {'term': 'jump scares', 'polarity': 'negative'}, {'term': 'scares', 'polarity': 'negative'}, {'term': 'streaming', 'polarity': 'neutral'}, {'term': 'Cabin in the woods', 'polarity': 'neutral'}]"
1141,The talent on display is incredible.,"[{'term': 'talent', 'polarity': 'positive'}]"
1255,"Ryan Coogler’s “Sinners” is a big-screen exultation — a passionate, effusive praise song about life and love, including the love of movies.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'exultation', 'polarity': 'positive'}, {'term': 'praise song', 'polarity': 'positive'}, {'term': 'life', 'polarity': 'positive'}, {'term': 'love', 'polarity': 'positive'}, {'term': 'movies', 'polarity': 'positive'}]"
356,"True to Bong’s style, Mickey 17 blends and bends genre and tone, offering an unpredictable adventure that often proves challenging to get on its quirky wavelength.","[{'term': 'Bong', 'polarity': 'neutral'}, {'term': 'Mickey 17', 'polarity': 'positive'}, {'term': 'genre', 'polarity': 'neutral'}, {'term': 'tone', 'polarity': 'neutral'}, {'term': 'adventure', 'polarity': 'positive'}]"
1628,Very good movie kept me hooked and in suspense loved the thrill don’t try to believe the low reviews it’s not that bad honestly to me,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'suspense', 'polarity': 'positive'}, {'term': 'thrill', 'polarity': 'positive'}, {'term': 'reviews', 'polarity': 'negative'}]"
683,"it' s unbelibable , the first italian film that isn t bad. INCREDIBLE","[{'term': 'Italian film', 'polarity': 'positive'}]"
814,"Freaky Tales blew my mind. I didn't expect to love it as a slasher film agnostic, but it really won me over.","[{'term': 'Freaky Tales', 'polarity': 'positive'}, {'term': 'slasher film', 'polarity': 'neutral'}, {'term': 'impact', 'polarity': 'positive'}]"
925,How could you not love a movie that has an ending that seems equally inspired by The Last Dragon and Scanners? It's a total blast from start-to-finish.,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'ending', 'polarity': 'positive'}, {'term': 'The Last Dragon and Scanners', 'polarity': 'positive'}, {'term': 'start-to-finish', 'polarity': 'positive'}]"
210,"The film is big, brutal and beautiful — over the top at times and stirring at others.","[{'term': 'film', 'polarity': 'positive'}, {'term': 'times', 'polarity': 'neutral'}]"
942,"Freaky Tales should've been set in 1997, because nothing about the aesthic of this movie looks like 1987.","[{'term': 'Freaky Tales', 'polarity': 'negative'}, {'term': 'aesthetic', 'polarity': 'negative'}, {'term': '1987 setting', 'polarity': 'negative'}]"
141,"You don't watch Mickey 17 — you experience it, you go through it.","[{'term': 'Mickey 17', 'polarity': 'positive'}]"
1688,Good movie with many unexpected and expected jumpscares...but good movie,"[{'term': 'movie', 'polarity': 'positive'}, {'term': 'jumpscares', 'polarity': 'positive'}]"
1350,"Sinners is a bloody, horny, and musically sumptuous horror epic from Ryan Coogler that manages to be the first great blockbuster of 2025.","[{'term': 'Sinners', 'polarity': 'positive'}, {'term': 'horror epic', 'polarity': 'positive'}, {'term': 'Ryan Coogler', 'polarity': 'positive'}, {'term': 'blockbuster', 'polarity': 'positive'}, {'term': '2025', 'polarity': 'positive'}]"
1794,"I knew the movie would be nothing like the game so I tried to go in with an open mind and thought maybe it could still potentially be a good movie. It was not. It lacks character development, was not scary at all, and yet again the most significant moments were shown in the trailer. There were a few scenes that paid homage to the game which I did enjoy but overall this movie is not something I would watch again or recommend.","[{'term': 'movie', 'polarity': 'negative'}, {'term': 'game', 'polarity': 'neutral'}, {'term': 'mind', 'polarity': 'neutral'}, {'term': 'character development', 'polarity': 'negative'}, {'term': 'moments', 'polarity': 'negative'}, {'term': 'trailer', 'polarity': 'neutral'}, {'term': 'scenes', 'polarity': 'positive'}, {'term': 'watch', 'polarity': 'negative'}]"
1586,Watching someone play a video game that they never let you play is a singular kind of boring. A similar “why am I here?” dullness arrives early and stays late in Until Dawn.,"[{'term': 'video game', 'polarity': 'neutral'}, {'term': 'dullness', 'polarity': 'negative'}, {'term': 'Until Dawn', 'polarity': 'negative'}]"
1106,"The storytelling is so clear yet complex and layered. You get the backstory of all of the characters through action, not through lazy dialogue. Sinners is a masterclass in storytelling.","[{'term': 'storytelling', 'polarity': 'positive'}, {'term': 'backstory', 'polarity': 'positive'}, {'term': 'characters', 'polarity': 'positive'}, {'term': 'action', 'polarity': 'positive'}, {'term': 'dialogue', 'polarity': 'negative'}, {'term': 'Sinners', 'polarity': 'positive'}, {'term': 'masterclass', 'polarity': 'positive'}]"
851,"I immensely enjoyed this film as it felt like it took chances, and wanted to do something original and honor Oakland. Freaky Tales is a movie I hope many go out to see and check it out","[{'term': 'Freaky Tales', 'polarity': 'positive'}, {'term': 'originality', 'polarity': 'positive'}, {'term': 'Oakland', 'polarity': 'positive'}, {'term': 'enjoyability', 'polarity': 'positive'}]"
895,"Freaky Tales has a supernatural component that doesn't always make sense, but it makes up for it with flair, contagious energy, and fun characters.","[{'term': 'Freaky Tales', 'polarity': 'positive'}, {'term': 'supernatural component', 'polarity': 'negative'}, {'term': 'flair', 'polarity': 'positive'}, {'term': 'energy', 'polarity': 'positive'}, {'term': 'characters', 'polarity': 'positive'}]"
712,Cements Nyoni’s rep as a filmmaker with vision and conviction.,"[{'term': 'Nyoni', 'polarity': 'positive'}, {'term': 'filmmaking', 'polarity': 'positive'}, {'term': 'vision', 'polarity': 'positive'}, {'term': 'conviction', 'polarity': 'positive'}]"
